age,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,admin,blue-collar,entrepreneur,housemaid,management,retired,self-employed,services,student,technician,unemployed,unknown
57,1,6,0,0,0,1,4,1,268,9,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1,0,0,0,0,0,0,0,0,0
32,2,5,0,1,0,0,2,4,180,2,999,0,0,1.1,93.994,-36.4,4.856,5191,0,0,0,0,0,0,0,1,0,0,0,0
38,1,4,0,0,0,1,2,2,228,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
48,1,5,0,1,0,1,2,1,113,1,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
48,1,6,0,0,0,0,1,2,185,1,6,2,1,-1.8,93.749,-34.6,0.644,5008.7,1,0,0,0,0,0,0,0,0,0,0,0
26,2,5,0,1,0,0,3,3,167,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
40,1,4,0,1,0,1,3,4,133,3,3,2,1,-1.7,94.055,-39.8,0.739,4991.6,0,1,0,0,0,0,0,0,0,0,0,0
47,1,6,0,1,0,0,2,1,147,5,999,0,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,0,0,0,0,0,0
37,0,4,0,1,0,1,4,2,1150,4,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
36,2,5,0,1,0,1,1,0,245,5,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
36,1,5,0,1,0,0,3,1,112,4,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,0,0,0
36,1,6,0,1,1,0,2,1,473,5,999,0,0,1.1,93.994,-36.4,4.857,5191,0,0,1,0,0,0,0,0,0,0,0,0
52,1,6,0,1,0,0,0,3,294,1,999,1,0,-1.8,93.369,-34.8,0.646,5008.7,1,0,0,0,0,0,0,0,0,0,0,0
56,1,6,0,1,0,0,1,2,141,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,0,0,1,0,0,0,0,0,0,0,0,0
30,2,3,0,0,0,1,2,0,92,4,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
60,1,7,0,1,1,1,6,2,261,1,6,1,1,-1.1,94.199,-37.5,0.879,4963.6,1,0,0,0,0,0,0,0,0,0,0,0
33,1,5,0,1,0,0,2,4,186,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
36,2,4,0,1,0,1,8,2,118,4,999,0,0,-0.1,93.2,-42,4.076,5195.8,0,0,0,0,0,0,0,0,0,0,1,0
49,0,5,0,1,0,1,4,2,395,3,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
26,2,7,0,0,0,0,2,2,95,3,999,0,0,1.1,93.994,-36.4,4.86,5191,0,0,0,0,0,0,0,0,0,1,0,0
49,1,5,0,0,0,0,3,0,18,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,1,0,0,0,0,0,0,0
43,0,5,0,0,0,1,1,2,473,1,999,0,0,-1.8,93.075,-47.1,1.483,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
39,1,5,0,1,0,1,4,1,353,4,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,1,0,1,5,4,266,2,999,0,0,-2.9,92.201,-31.4,0.879,5076.2,0,0,0,0,1,0,0,0,0,0,0,0
44,1,6,0,1,0,0,2,4,37,2,999,0,0,1.1,93.994,-36.4,4.856,5191,1,0,0,0,0,0,0,0,0,0,0,0
31,1,6,0,0,0,1,8,4,690,3,999,0,0,-0.1,93.2,-42,4.12,5195.8,0,0,0,0,0,0,0,0,0,1,0,0
27,2,6,0,1,0,1,4,4,593,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
36,1,3,0,0,0,1,2,4,54,1,999,2,0,-1.8,92.893,-46.2,1.334,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
37,1,4,0,0,0,0,2,0,327,1,999,0,0,1.1,93.994,-36.4,4.864,5191,0,0,0,0,0,0,1,0,0,0,0,0
44,0,3,0,1,0,0,2,2,318,2,999,0,0,1.1,93.994,-36.4,4.86,5191,0,1,0,0,0,0,0,0,0,0,0,0
42,0,6,0,0,0,0,3,4,140,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
30,2,6,0,0,0,1,3,0,92,2,999,0,0,-2.9,92.963,-40.8,1.268,5076.2,1,0,0,0,0,0,0,0,0,0,0,0
38,2,0,0,1,0,1,4,0,172,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
35,2,5,0,1,0,1,4,2,149,1,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
55,1,2,0,0,0,1,2,0,95,4,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,0,0,0,0,1,0,0,0,0,0,0,0
23,2,5,0,1,0,1,4,3,141,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
80,1,2,0,0,0,1,2,1,382,1,3,3,1,-1.8,93.876,-40,0.697,5008.7,0,0,0,0,0,1,0,0,0,0,0,0
27,2,6,0,0,0,1,3,0,398,2,999,0,0,-2.9,92.963,-40.8,1.268,5076.2,1,0,0,0,0,0,0,0,0,0,0,0
55,0,7,0,0,0,1,4,1,68,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
47,1,7,0,1,0,1,4,0,352,5,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
47,1,2,0,0,0,0,2,4,136,1,999,0,0,1.1,93.994,-36.4,4.857,5191,0,1,0,0,0,0,0,0,0,0,0,0
39,1,4,0,0,0,1,4,4,55,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,1,0,0,0,0,0,0,0
46,1,4,0,0,0,1,5,2,124,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
36,1,6,0,1,0,1,8,4,40,2,999,1,0,-0.1,93.2,-42,4.12,5195.8,1,0,0,0,0,0,0,0,0,0,0,0
41,1,4,0,1,0,1,2,2,306,1,6,4,1,-1.8,93.876,-40,0.683,5008.7,0,0,0,0,0,0,0,0,0,0,1,0
73,0,2,0,1,0,1,5,3,273,2,999,1,0,-1.7,94.027,-38.3,0.904,4991.6,0,0,0,0,0,1,0,0,0,0,0,0
88,1,6,0,1,0,1,5,1,401,1,999,0,0,-2.9,92.201,-31.4,0.843,5076.2,0,0,0,0,0,1,0,0,0,0,0,0
35,2,7,0,0,0,1,1,1,204,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
60,1,4,0,1,0,1,5,0,60,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
35,1,3,0,0,0,1,2,1,392,2,3,2,1,-1.8,92.893,-46.2,1.354,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
43,1,2,0,0,0,0,2,0,73,1,999,0,0,1.1,93.994,-36.4,4.855,5191,0,1,0,0,0,0,0,0,0,0,0,0
36,1,4,0,1,0,1,1,4,291,1,999,1,0,-1.8,93.075,-47.1,1.445,5099.1,0,0,0,1,0,0,0,0,0,0,0,0
57,1,2,0,1,1,0,2,3,438,2,999,0,0,1.1,93.994,-36.4,4.856,5191,0,0,0,0,0,1,0,0,0,0,0,0
22,2,5,0,1,1,1,3,1,181,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,0,0,1,0,0,0,0
37,2,5,0,1,0,1,4,1,87,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
44,2,5,0,0,0,1,1,0,276,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
64,1,0,0,1,0,1,3,1,294,3,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,1,0,0,0,0,0,0
37,1,7,0,1,1,1,2,0,132,1,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,0,0,0,0,0,0,0,0,0,1,0,0
59,1,4,0,1,0,1,0,1,254,2,999,0,0,-1.8,93.369,-34.8,0.639,5008.7,0,0,0,0,0,0,0,0,0,0,1,0
57,1,6,0,1,1,0,4,3,104,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
60,1,5,0,0,0,1,5,3,123,1,4,1,1,-2.9,92.201,-31.4,0.883,5076.2,0,0,0,0,0,1,0,0,0,0,0,0
34,3,6,0,1,1,1,2,1,56,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
30,1,4,0,1,0,0,2,0,79,4,999,0,0,1.1,93.994,-36.4,4.855,5191,0,1,0,0,0,0,0,0,0,0,0,0
57,2,7,0,0,1,0,3,3,78,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,1,0,0,0,0,0,0
43,1,2,0,1,0,0,2,2,219,1,999,0,0,1.1,93.994,-36.4,4.855,5191,0,1,0,0,0,0,0,0,0,0,0,0
46,1,2,0,1,0,1,8,4,416,2,999,0,0,-0.1,93.2,-42,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0
33,2,4,0,1,0,1,8,4,25,1,999,0,0,-0.1,93.2,-42,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0
53,1,4,0,1,0,0,2,3,609,2,999,0,0,1.1,93.994,-36.4,4.856,5191,0,1,0,0,0,0,0,0,0,0,0,0
35,1,0,0,1,1,0,2,4,52,1,999,0,0,1.1,93.994,-36.4,4.856,5191,0,1,0,0,0,0,0,0,0,0,0,0
34,1,5,0,1,0,1,8,3,78,1,999,0,0,-0.1,93.2,-42,4.153,5195.8,0,0,0,0,0,0,0,1,0,0,0,0
33,1,5,0,1,1,0,3,1,54,1,999,0,0,-1.7,94.055,-39.8,0.754,4991.6,0,0,0,0,0,0,0,1,0,0,0,0
34,1,6,0,1,0,1,2,4,77,4,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,0,0,0,1,0,0,0,0,0,0,0
30,1,6,0,0,0,0,5,4,588,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
37,0,7,0,1,0,1,5,3,520,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
30,1,3,0,1,0,0,3,3,482,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
41,2,7,0,0,0,0,2,0,136,2,999,0,0,1.1,93.994,-36.4,4.864,5191,0,0,0,0,0,0,0,0,0,1,0,0
39,0,3,0,1,1,0,2,4,32,1,999,0,0,1.1,93.994,-36.4,4.856,5191,0,1,0,0,0,0,0,0,0,0,0,0
50,1,7,0,0,0,0,3,4,462,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
55,0,2,0,0,0,0,2,4,148,4,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
32,0,4,0,1,0,0,2,3,179,4,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
42,1,6,0,1,0,1,5,3,193,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
37,1,6,0,1,1,1,0,3,159,3,999,0,0,-1.8,92.843,-50,1.687,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
39,1,5,0,1,0,0,2,0,433,3,999,0,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,0,0,0,0,0,0
49,2,5,0,1,0,0,2,4,85,2,999,0,0,1.1,93.994,-36.4,4.858,5191,0,0,0,1,0,0,0,0,0,0,0,0
27,2,2,0,0,0,1,1,2,622,1,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
23,2,4,0,1,0,0,2,4,60,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
57,1,6,0,0,1,1,8,3,218,2,999,0,0,-0.1,93.2,-42,4.153,5195.8,0,0,0,0,1,0,0,0,0,0,0,0
36,1,5,0,0,0,0,2,0,192,20,999,0,0,1.1,93.994,-36.4,4.859,5191,0,0,0,0,0,1,0,0,0,0,0,0
30,1,5,0,0,0,1,5,0,358,3,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
35,2,5,0,1,0,1,1,0,179,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
52,0,5,0,1,0,1,4,3,136,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
36,0,6,0,0,0,0,2,0,208,1,999,0,0,1.1,93.994,-36.4,4.855,5191,0,0,0,0,0,0,0,1,0,0,0,0
56,1,4,0,0,0,1,8,2,86,1,999,0,0,-0.1,93.2,-42,4.076,5195.8,0,0,0,1,0,0,0,0,0,0,0,0
31,2,5,0,0,0,1,2,0,77,2,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
42,1,6,0,0,0,1,3,3,122,1,999,1,0,-2.9,92.963,-40.8,1.099,5076.2,0,0,0,0,0,0,0,1,0,0,0,0
33,1,7,0,0,0,1,5,2,80,3,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
33,1,6,0,1,1,1,8,2,49,3,999,0,0,-0.1,93.2,-42,4.076,5195.8,1,0,0,0,0,0,0,0,0,0,0,0
34,1,4,0,0,1,1,1,1,96,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
31,1,7,0,1,1,1,5,4,184,1,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
29,1,4,0,0,0,1,4,1,334,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
30,2,5,0,0,0,0,5,2,18,1,22,1,1,-1.7,94.027,-38.3,0.899,4991.6,1,0,0,0,0,0,0,0,0,0,0,0
34,2,4,0,1,0,0,2,2,84,1,999,0,0,1.1,93.994,-36.4,4.86,5191,0,0,0,0,1,0,0,0,0,0,0,0
47,1,5,0,0,0,0,2,0,189,1,999,0,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,0,0,0,0,0,0
42,1,7,0,1,0,1,4,2,721,10,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
26,2,4,0,1,0,1,2,2,88,4,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
24,2,4,0,0,0,1,7,1,485,1,6,1,1,-1.1,94.601,-49.5,0.977,4963.6,0,1,0,0,0,0,0,0,0,0,0,0
59,1,5,0,1,0,1,5,2,147,2,999,0,0,1.4,93.444,-36.1,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
24,2,5,0,0,0,0,2,0,86,1,999,0,0,1.1,93.994,-36.4,4.859,5191,0,0,0,0,0,0,0,0,1,0,0,0
28,2,6,0,1,1,0,2,0,163,3,999,0,0,1.1,93.994,-36.4,4.864,5191,1,0,0,0,0,0,0,0,0,0,0,0
56,1,5,0,1,0,1,5,3,43,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,0,0,0
44,2,7,0,0,0,1,2,1,104,1,999,0,0,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
49,1,2,0,1,0,0,3,0,553,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
42,1,3,0,0,0,1,4,3,211,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
51,1,4,0,1,1,1,4,1,33,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
61,1,4,0,1,0,0,5,0,176,2,999,0,0,-2.9,92.201,-31.4,0.869,5076.2,0,0,0,0,0,1,0,0,0,0,0,0
49,0,5,0,0,0,1,1,0,300,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
35,1,5,0,0,0,0,2,4,15,19,999,0,0,1.1,93.994,-36.4,4.858,5191,1,0,0,0,0,0,0,0,0,0,0,0
56,1,4,0,0,0,1,5,1,68,1,999,0,0,1.4,93.444,-36.1,4.97,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
26,2,5,0,1,0,0,2,2,918,1,999,0,0,1.1,93.994,-36.4,4.86,5191,1,0,0,0,0,0,0,0,0,0,0,0
31,1,6,0,1,0,1,2,1,443,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
39,1,4,0,0,0,1,8,3,149,1,999,1,0,-0.1,93.2,-42,4.153,5195.8,0,0,0,0,0,0,0,0,0,0,1,0
55,1,5,0,0,0,0,2,4,302,1,999,0,0,1.1,93.994,-36.4,4.857,5191,0,0,0,0,0,1,0,0,0,0,0,0
44,1,7,0,0,0,0,3,1,63,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
35,2,2,0,0,0,0,3,1,651,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,0,0,0,0,0,0,1,0,0,0,0
41,0,4,0,1,0,1,2,2,102,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
27,2,3,0,0,0,1,4,2,326,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
56,1,4,0,1,0,0,2,1,158,2,999,0,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,0,0,0,0,0,0
39,1,6,0,1,0,1,5,0,156,2,999,0,0,-2.9,92.201,-31.4,0.869,5076.2,0,0,0,0,0,0,0,0,0,1,0,0
44,1,5,0,1,0,0,2,0,43,5,999,0,0,1.1,93.994,-36.4,4.864,5191,1,0,0,0,0,0,0,0,0,0,0,0
48,2,2,0,0,1,1,4,3,271,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
41,1,3,0,1,0,1,2,2,378,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
43,2,3,0,1,0,1,4,4,199,2,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
32,0,7,0,1,1,1,0,3,460,1,999,0,0,-1.8,92.843,-50,1.556,5099.1,0,0,0,0,0,0,0,0,0,1,0,0
39,1,6,0,1,0,0,3,3,231,12,999,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
36,2,6,0,0,0,1,5,3,260,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
55,2,2,0,1,0,0,3,4,58,3,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,1,0,0,0,0,0,0,0
32,2,2,0,1,1,0,3,1,123,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,1,0,0,0,0,0,0,0,0
54,0,2,0,0,0,0,2,1,208,1,999,0,0,1.1,93.994,-36.4,4.857,5191,0,1,0,0,0,0,0,0,0,0,0,0
33,2,5,0,1,0,1,4,0,270,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
46,0,5,0,0,0,1,2,1,222,3,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
37,1,2,0,0,0,0,3,0,26,3,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
38,2,0,0,1,1,1,4,1,76,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,1,0,0,0
31,1,3,0,1,0,1,4,0,119,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
35,1,2,0,0,0,0,2,0,25,14,999,0,0,1.1,93.994,-36.4,4.857,5191,0,1,0,0,0,0,0,0,0,0,0,0
37,1,6,0,1,0,1,5,0,177,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,0,1,0,0,0,0,0
34,1,6,0,0,0,0,2,3,200,1,999,0,0,1.1,93.994,-36.4,4.856,5191,0,0,0,0,0,0,0,0,0,1,0,0
34,1,0,0,1,0,1,5,0,314,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,1,0,0,0,0,0,0,0,0
37,1,7,0,1,0,0,3,3,296,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
34,2,4,0,0,0,1,8,2,91,3,999,0,0,-0.1,93.2,-42,4.076,5195.8,0,0,0,0,0,0,1,0,0,0,0,0
58,2,6,0,0,0,1,2,0,90,1,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,0,0,0,0,1,0,0,0,0,0,0,0
67,1,7,0,0,0,0,7,1,270,2,999,0,0,-3.4,92.431,-26.9,0.739,5017.5,0,0,0,0,0,1,0,0,0,0,0,0
32,1,5,0,1,0,0,3,4,833,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,0,0,0,0,0,1,0,0,0,0
48,0,7,0,0,0,1,8,3,83,1,999,1,0,-0.1,93.2,-42,4.153,5195.8,0,0,0,0,0,0,0,0,0,1,0,0
38,2,4,0,1,0,0,3,4,247,5,999,0,0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
33,1,6,0,0,0,1,3,1,335,2,999,0,0,-2.9,92.963,-40.8,1.266,5076.2,1,0,0,0,0,0,0,0,0,0,0,0
39,1,3,0,0,0,1,4,2,298,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
23,2,5,0,1,0,1,5,2,784,3,15,3,0,-2.9,92.201,-31.4,0.873,5076.2,0,0,0,0,0,0,0,0,1,0,0,0
44,1,3,0,0,1,1,2,2,244,2,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
40,0,6,0,0,0,1,4,1,114,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
49,2,5,0,1,0,1,2,1,430,3,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
39,1,4,0,1,0,1,4,2,75,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
32,1,7,0,0,0,1,8,2,147,2,999,0,0,-0.1,93.2,-42,4.076,5195.8,0,0,0,0,0,0,0,0,0,1,0,0
36,1,4,0,1,0,0,2,1,121,2,999,0,0,1.1,93.994,-36.4,4.857,5191,0,1,0,0,0,0,0,0,0,0,0,0
33,1,7,0,1,0,1,2,0,669,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
33,2,6,0,0,0,1,3,2,101,3,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1,0,0,0,0,0,0,0,0,0,0,0
26,2,6,0,0,0,1,4,4,203,4,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
36,1,0,0,0,0,1,2,2,249,4,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
41,0,4,0,1,0,1,2,0,88,1,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
46,1,4,0,1,0,1,8,1,130,2,999,1,0,-0.1,93.2,-42,4.191,5195.8,0,1,0,0,0,0,0,0,0,0,0,0
30,1,6,0,0,0,1,5,4,139,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
26,2,5,0,0,0,0,3,1,278,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
29,2,4,0,0,0,1,2,0,85,2,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
33,1,4,0,1,1,1,2,0,99,1,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
45,1,4,0,0,0,1,5,4,80,1,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0,0,0,0,0,0,1,0,0,0,0,0
45,1,4,0,1,0,1,1,1,282,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
42,0,6,0,0,0,0,2,4,180,4,999,0,0,1.1,93.994,-36.4,4.859,5191,1,0,0,0,0,0,0,0,0,0,0,0
44,1,3,0,0,0,1,5,1,67,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
35,1,6,0,0,0,0,3,1,131,1,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
39,1,4,0,0,0,1,4,3,181,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
30,1,6,0,1,0,0,6,1,221,1,999,1,0,-3.4,92.379,-29.8,0.797,5017.5,0,0,0,0,1,0,0,0,0,0,0,0
32,1,7,0,0,0,1,5,3,252,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
45,0,5,0,1,0,0,2,2,561,1,999,0,0,1.1,93.994,-36.4,4.86,5191,0,0,0,0,0,0,0,1,0,0,0,0
38,2,7,0,1,0,0,3,1,127,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
34,1,6,0,1,1,0,2,1,97,9,999,0,0,1.1,93.994,-36.4,4.858,5191,1,0,0,0,0,0,0,0,0,0,0,0
35,1,6,0,0,0,1,4,4,130,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,1,0,0,0,0,0,0,0
26,2,5,0,1,0,0,2,0,326,1,999,0,0,1.1,93.994,-36.4,4.859,5191,0,1,0,0,0,0,0,0,0,0,0,0
40,1,3,0,1,0,1,4,1,137,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,1,0,0,0,0
